Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"randomHex = """"",Chrome 149.0.7827.114,,,16-06-2026 02:48:09,16-06-2026 02:48:09,0.000s,PASSED
"randomColor = """"",Chrome 149.0.7827.114,,,16-06-2026 02:48:09,16-06-2026 02:48:09,0.000s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 02:48:09,16-06-2026 02:48:53,43.964s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 02:48:53,16-06-2026 02:49:18,25.031s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:49:18,16-06-2026 02:49:18,0.002s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:49:18,16-06-2026 02:49:19,0.767s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Theme/C9983_Classic 배경 기본 색상,Chrome 149.0.7827.114,"C9983_Classic 테마 배경 기본 색상 설정

사전 조건
역할: 관리자
Classic 모드에서 Theme Background Color가 커스텀 색상으로 변경된 상태여야 합니다

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Theme 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Login Page Layout에서 'Classic (Old Login Page)'를 선택하세요
5. Theme Background Color 옆의 'Default' 버튼을 클릭하세요
6. 'Save' 버튼을 클릭하세요
7. 페이지를 새로고침하고 기본 배경색(#00aff0)이 적용되는지 확인하세요

결과값
Theme Background Color가 기본값 (#f1f1f1)으로 변경되고 Classic 로그인 페이지에 표시됩니다.",,16-06-2026 02:49:19,16-06-2026 02:50:22,1m - 3.105s,PASSED
"EXPECTED_DEFAULT = ""00aff0""",Chrome 149.0.7827.114,,,16-06-2026 02:49:19,16-06-2026 02:49:19,0.001s,PASSED
"EXPECTED_DEFAULT_COLOR = ""#"" + EXPECTED_DEFAULT",Chrome 149.0.7827.114,,,16-06-2026 02:49:19,16-06-2026 02:49:19,0.000s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 02:49:19,16-06-2026 02:49:58,38.366s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 02:49:58,16-06-2026 02:50:21,23.791s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:50:21,16-06-2026 02:50:21,0.001s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:50:21,16-06-2026 02:50:22,0.857s,PASSED
,,,,,,,
Test Cases/KillerID_Company_Theme/C9984_Classic 테마 미리보기 검증,Chrome 149.0.7827.114,"C9984_Classic 테마 미리보기 검증

사전 조건
역할: 관리자

1. KillerID 대시보드에 관리자로 로그인하세요
2. Company > Theme 탭으로 이동하세요
3. 'Edit' 버튼을 클릭하세요
4. Login Page Layout에서 'Classic (Old Login Page)'를 선택하세요
5. Login Page Text를 변경하세요
6. Theme Preview 영역에 변경 사항이 실시간으로 반영되는지 확인하세요

결과값
Classic 모드의 변경 사항이 Theme Preview에 실시간으로 표시됩니다.",,16-06-2026 02:50:22,16-06-2026 02:50:53,30.237s,PASSED
try,Chrome 149.0.7827.114,,,16-06-2026 02:50:22,16-06-2026 02:50:52,29.305s,PASSED
Finally,Chrome 149.0.7827.114,,,16-06-2026 02:50:52,16-06-2026 02:50:52,0.383s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:50:52,16-06-2026 02:50:52,0.000s,PASSED
Start listener action : afterTestCase,Chrome 149.0.7827.114,,,16-06-2026 02:50:52,16-06-2026 02:50:53,0.492s,PASSED
